Overall,Name,Nation,AKA
66,Dylan Tavares,Cape Verde Islands,
66,Duplexe Tchamba,Cameroon,
66,Loum Tchaouna,France,
66,Allan Tchaptchet,France,
66,Tonio Teklić,Croatia,
66,Miro Tenho,Finland,
66,Niclas Thiede,Germany,
66,Yannick Thoelen,Belgium,
66,Nigel Thomas,Netherlands,
66,Stefán Teitur Thórdarson,Iceland,
66,Angus Thurgate,Australia,
66,Alex Timossi Andersson,Sweden,
66,Simy,Nigeria,
66,Agustín Toledo,Argentina,
66,Grzegorz Tomasiewicz,Poland,
66,Silvio Torales,Paraguay,
66,Claudio Torrejón,United States,
66,Saúl Torres,Bolivia,
66,Jairo Torres,Mexico,
66,Hussayn Touati,Algeria,
66,Omar Haktab Traoré,Germany,
66,Borislav Tsonev,Bulgaria,
66,Blair Turgott,Jamaica,
66,Przemysław Tytoń,Poland,
66,Oscar Uddenäs,Sweden,
66,Daniel Udoh,Nigeria,
66,Jonas Urbig,Germany,
66,Maximiliano Urruti,Argentina,
66,Edgaras Utkus,Lithuania,
66,Jérémy Vachoux,France,
66,Octavian Vâlceanu,Romania,
66,Hakon Valdimarsson,Iceland,
66,Kener Valencia,Colombia,
66,Joaquín Valiente,Uruguay,
66,Borja Valle,Spain,
66,Hugo Vallejo,Spain,
66,Dario Van den Buijs,Belgium,
66,Jasper van der Werff,Switzerland,
66,Alec Van Hoorenbeeck,Belgium,
66,Rajiv van La Parra,Netherlands,
66,Yoëll van Nieff,Netherlands,
66,Éric Vandenabeele,France,
66,Lisandro Semedo,Cape Verde Islands,
66,Ricardinho,Portugal,
66,Vaso Vasić,Serbia,
66,Víctor Vázquez,Spain,
66,Edison Vega,Ecuador,
66,Marcelo Lopes,Cape Verde Islands,
66,Josh Vela,England,
66,Odysseus Velanas,Netherlands,
66,Diego Vera,Uruguay,
66,Nikolas Veratschnig,Austria,
66,Davino Verhulst,Belgium,
66,Luca Verna,Italy,
66,Frédéric Veseli,Albania,
66,Viljar Helland Vevatne,Norway,
66,Josh Vickers,England,
66,Luca Vido,Italy,
66,Gabriel Vidović,Croatia,
66,Luís Machado,Portugal,
66,Andrés Vilches,Chile,
66,Oscar Vilhelmsson,Sweden,
66,Christophe Vincent,France,
66,Kévin Vinetot,France,
66,Ștefan Vlădoiu,Romania,
66,Ben Voll,Germany,
66,Ilija Vukotić,Montenegro,
66,Danny Vukovic,Australia,
66,Ali Şaşal Vural,Turkey,
66,Ibrahima Wadji,Senegal,
66,Robert Wagner,Germany,
66,Lachlan Wales,Australia,
66,Wang Jinxian,China PR,
66,Wang Shenchao,China PR,
66,Wang Tong,China PR,
66,Conor Washington,Northern Ireland,
66,Elliot Watt,Scotland,
66,Mateusz Wdowiak,Poland,
66,Marcel Wędrychowski,Poland,
66,Leo Weinkauf,Germany,
66,Nelson Weiper,Germany,
66,Jensen Weir,England,
66,Morgan Whittaker,England,
66,Danilo Wiebe,Germany,
66,Kamil Wilczek,Poland,
66,Mallik Wilks,England,
66,Paul Will,Germany,
66,Derrick Williams,Republic of Ireland,
66,Josh Williams,United States,
66,Kane Wilson,England,
66,Bobby Wood,United States,
66,Richard Wood,England,
66,Ben Woodburn,Wales,
66,Lucas Woudenberg,Netherlands,
66,Callum Wright,England,
66,Matthéo Xantippe,France,
66,Pape Ndiaga Yade,Senegal,
66,Zeki Yavru,Turkey,
66,Dru Yearwood,England,
66,Yaw Yeboah,Ghana,
66,Emmanuel Yeboah,Ghana,
66,Yeon Je Woon,Korea Republic,
66,Aygün Yıldırım,Germany,
66,Yin Hongbo,China PR,
66,Daisuke Yokota,Japan,
66,Isaiah Young,United States,
66,Utku Yuvakuran,Turkey,
66,Nicolás Zalazar,Argentina,
66,Maximiliano Zalazar,Argentina,
66,Žan Zaletel,Slovenia,
66,Edgar Zaracho,Paraguay,
66,Mattia Zennaro,Italy,
66,Zhong Yihao,China PR,
66,Leonard Zuta,North Macedonia,
66,Joël Zwarts,Netherlands,
66,Agnes Beever-Jones,England,
66,Rylan Childers,United States,
66,Shannon Cooke,England,
66,Anouk Denton,England,
66,Emma Francart,France,
66,Elze Huls,Netherlands,
66,Mathilde Janzen,Germany,
66,Fenna Kalma,Netherlands,
66,Janou Levels,Netherlands,
66,Tere,Andorra,
66,Lorena Navarro,Spain,
66,Courtney Nevin,Australia,
66,Beatriz Nogueira,Portugal,
66,Paulina Nyström,Sweden,
66,Marina Rivas,Spain,
66,Marleen Schimmer,Germany,
66,Ally Schlegel,United States,
66,Lilith Schmidt,Germany,
66,Gina Schüller,Germany,
66,Iris Stiekema,Netherlands,
66,Manssita Traoré,France,
66,María Valle,Spain,
66,Jonna van de Velde,Netherlands,
66,Nerea Vicente,Spain,
66,Sofie Zdebel,Germany,
65,Matías Abaldo,Uruguay,
65,Hakim Abdallah,Madagascar,
65,Fabio Abiuso,Italy,
65,Mo Adams,England,
65,Jacob Adebanjo,Nigeria,
65,Harrison Afful,Ghana,
65,Daniel Afriyie,Ghana,
65,Adnan Aganović,Croatia,
65,David Ajiboye,England,
65,Nasser Al Dawsari,Saudi Arabia,
65,Mohammed Al Fatil,Saudi Arabia,
65,Hamadi Al Ghaddioui,Germany,
65,Khalid Al Ghannam,Saudi Arabia,
65,Rami Al Hajj,Sweden,
65,Fawaz Al Qarni,Saudi Arabia,
65,Saeed Al Rubaie,Saudi Arabia,
65,Ahmed Al Zain,Saudi Arabia,
65,Amir Al-Ammari,Iraq,
65,Mads Albæk,Denmark,
65,Raúl Albentosa,Spain,
65,Christian Alemán,Ecuador,
65,Migouel Alfarela,France,
65,Kerim Alıcı,Turkey,
65,Isnik Alimi,North Macedonia,
65,Sandro Altunashvili,Georgia,
65,Sone Aluko,Nigeria,
65,Rodrigo Amarilla,Paraguay,
65,Youssef Amyn,Germany,
65,Hugo Ancajima,Peru,
65,Nilson Angulo,Ecuador,
65,Marco Antonio Angulo,Ecuador,
65,Luis Annese,Venezuela,
65,Kent-Are Antonsen,Norway,
65,Alexis Antunes,Switzerland,
65,Julien Anziani,France,
65,Aias Aosman,Syria,
65,Arambarri,Spain,
65,Jon Aramburu,Venezuela,
65,Arana,Spain,
65,Gabriel Aranda,Argentina,
65,Vitó,Portugal,
65,Musa Araz,Switzerland,
65,Juan Carlos Arce,Bolivia,
65,Teodoro Arce,Paraguay,
65,Theo Archibald,Scotland,
65,Taïryk Arconte,France,
65,Simone Aresti,Italy,
65,Daniel Arzani,Australia,
65,Jasin Assehnoun,Finland,
65,Isaac Atanga,Ghana,
65,Avilés,Spain,
65,Oğuz Aydın,Turkey,
65,Jonah Ayunga,Kenya,
65,Femi Azeez,England,
65,Pedrinho,Brazil,
65,Adriel Ba Loua,Côte d'Ivoire,
65,Youri Baas,Netherlands,
65,Khouma Babacar,Senegal,
65,Kearyn Baccus,Australia,
65,Loïc Badiashile,France,
65,William Baeten,Belgium,
65,Thibo Baeten,Belgium,
65,Jean-Mattéo Bahoya,France,
65,Stefan Bajic,France,
65,Bak Jae Yong,Korea Republic,
65,Marvin Bakalorz,Germany,
65,Zakaria Bakkali,Belgium,
65,Enrico Baldini,Italy,
65,Husein Balić,Austria,
65,Tiago Banega,Argentina,
65,Johan Bångsbo,Sweden,
65,Sacha Banse,Burkina Faso,
65,Tom Barkhuizen,England,
65,Orlando Barreto,Paraguay,
65,Connor Barron,Scotland,
65,Cristian Barros,Uruguay,
65,Jan-Christoph Bartels,Germany,
65,Jakub Bartkowski,Poland,
65,Felix Bastians,Germany,
65,Romain Bayard,France,
65,Emin Bayram,Turkey,
65,Tanner Beason,United States,
65,Omar Beckles,Grenada,
65,Morten Behrens,Germany,
65,Steven Beitashour,Iran,
65,Łukasz Bejger,Poland,
65,Semi Belkahia,Germany,
65,Yassin Ben Balla,France,
65,Ayman Ben Mohamed,Tunisia,
65,Alexandru Benga,Romania,
65,Ángel Benítez,Paraguay,
65,Bryan Bentaberry,Uruguay,
65,Ron Berlinski,Germany,
65,Emilio Bernad,Spain,
65,Miguel Berry,Spain,
65,Vicente Besuijen,Netherlands,
65,Davide Bettella,Italy,
65,Alessandro Bianco,Italy,
65,Ovidiu Bic,Romania,
65,Luis Bilbao,Spain,
65,Kristian Bilovar,Ukraine,
65,David Bingham,United States,
65,Daniel Bîrligea,Romania,
65,Alexander Bittroff,Germany,
65,Andreas Bjelland,Denmark,
65,Morten Bjørlo,Norway,
65,Axel Björnström,Sweden,
65,Tyler Blackett,England,
65,Nicolás Blandi,Argentina,
65,Ole Didrik Blomberg,Norway,
65,Emmanuel Boateng,Ghana,
65,Damián Bobadilla,Paraguay,
65,Aleksander Bobek,Poland,
65,Matija Boben,Slovenia,
65,Radu Boboc,Romania,
65,Éric Bocat,France,
65,Lukas Boeder,Germany,
65,Melayro Bogarde,Netherlands,
65,Luka Bogdan,Croatia,
65,Agustín Bolivar,Argentina,
65,Luke Bolton,England,
65,Elliot Bonds,Guyana,
65,Nicholas Bonfanti,Italy,
65,Facundo Bonifazi,Uruguay,
65,Alex Bono,United States,
65,Mihai Bordeianu,Romania,
65,Léo Borges,Brazil,
65,Tobias Børkeeiet,Norway,
65,Dylan Borrero,Colombia,
65,Frederik Børsting,Denmark,
65,Zacharie Boucher,France,
65,Abdelrahman Boudah,Sweden,
65,Nassim Boujellab,Morocco,
65,Ibane Bowat,Scotland,
65,Oliver Bozanic,Australia,
65,Jayden Braaf,Netherlands,
65,Bilal Brahimi,France,
65,Frederik Brandhof,Denmark,
65,Zachary Brault-Guillard,Canada,
65,Marius Briceag,Romania,
65,Ethan Bristow,England,
65,Lucas Brochero,Argentina,
65,Samuel Brolin,Sweden,
65,Brandt Bronico,United States,
65,Marcus Browne,England,
65,Sébastien Bruzzese,Belgium,
65,Lucas Buades,France,
65,Jesús Bueno,Venezuela,
65,Teal Bunbury,United States,
65,Lars Bünning,Germany,
65,Tyler Burey,England,
65,Harrison Burrows,England,
65,Marco Bustos,Canada,
65,Matt Butcher,England,
65,Calum Butcher,England,
65,Alessio Buttaro,Italy,
65,Luis Cabral,Paraguay,
65,Kenji Cabrera,Peru,
65,Malcolm Cacutalua,Germany,
65,Diego Callai,Brazil,
65,Josh Campbell,Scotland,
65,Diego Campos,Costa Rica,
65,Cihan Çanak,Belgium,
65,Atakan Çankaya,Turkey,
65,Erdem Canpolat,Turkey,
65,Christian Cappis,United States,
65,Pablo Cárdenas,Chile,
65,Adam Carlén,Sweden,
65,Jonas Carls,Germany,
65,José María Carrasco,Bolivia,
65,Giuseppe Carriero,Italy,
65,Trevor Carson,Northern Ireland,
65,Scott Carson,England,
65,Martim Neto,Portugal,
65,Wanderson,Brazil,
65,Tino Casali,Austria,
65,Aljaž Casar,Slovenia,
65,Luc Castaignos,Netherlands,
65,Frank Castañeda,Colombia,
65,Rodrigo Castillo,Argentina,
65,Santiago Castro,Argentina,
65,Javi Castro,Spain,
65,Cristian Cauz,Italy,
65,Sofyan Chader,France,
65,Maikel Chang,Cuba,
65,Pablo Chavarría,Argentina,
65,Yevgen Cheberko,Ukraine,
65,Mattia Chiesa,Italy,
65,Michał Chrapek,Poland,
65,Carney Chukwuemeka,England,
65,Mateusz Cichocki,Poland,
65,Andrei Ciobanu,Romania,
65,Denis Ciobotariu,Romania,
65,Cătălin Cîrjan,Romania,
65,Amadou Ciss,Senegal,
65,Giorgio Cittadini,Italy,
65,Sean Clare,England,
65,Mitch Clark,Wales,
65,Yannis Clementia,France,
65,Denilho Cleonise,Netherlands,
65,Harry Clifton,Wales,
65,Josh Coburn,England,
65,Marco Collao,Chile,
65,Will Collar,England,
65,Archie Collins,England,
65,Rubin Colwill,Wales,
65,Diego Conde,Spain,
65,Aloïs Confais,France,
65,Kevin Conrad,Germany,
65,Rubén Cordano,Bolivia,
65,Enzo Cornelisse,Netherlands,
65,Diego Corozo,Ecuador,
65,Killian Corredor,France,
65,Lasso Coulibaly,Ghana,
65,Soumaila Coulibaly,France,
65,Valentin Crețu,Romania,
65,Nicolás Crovetto,Chile,
65,Daniel Crowley,England,
65,Jairo Cuéllar,Bolivia,
65,Brahian Cuello,Argentina,
65,Juan Manuel Cuesta,Colombia,
65,Robbie Cundy,England,
65,Sessi D'Almeida,Benin,
65,Silva,Brazil,
65,Pontus Dahlberg,Sweden,
65,Dai Weijun,China PR,
65,Slavko Damjanović,Serbia,
65,Luke Daniels,England,
65,Donervon Daniels,Montserrat,
65,Andrea Danzi,Italy,
65,Jason Davidson,Australia,
65,Curtis Davies,England,
65,Joyskim Dawa,Cameroon,
65,Brian De Keersmaecker,Belgium,
65,Kevin De La Hoz,Venezuela,
65,Lucas Ventura,Brazil,
65,Alessandro De Vitis,Italy,
65,Gabriel Debeljuh,Croatia,
65,Logan Delaurier-Chaubet,France,
65,Sacha Delaye,France,
65,Fisayo Dele-Bashiru,Nigeria,
65,Fabio Delgado,Colombia,
65,Delgado,Spain,
65,Karamoko Dembélé,England,
65,Kristian Dennis,England,
65,Jérôme Deom,Belgium,
65,Abdoulaye Diaby,Mali,
65,Yadaly Diaby,Guinea,
65,Ousmane Diakité,Mali,
65,Paul Digby,England,
65,Eren Dinkçi,Germany,
65,Amidou Diop,Senegal,
65,Clément Diop,Senegal,
65,Viktor Djukanović,Montenegro,
65,Ivan Dolček,Croatia,
65,Maxime Dominguez,Switzerland,
65,Dong Chunyu,China PR,
65,Lohann Doucet,France,
65,Siriné Doucouré,France,
65,Guéla Doué,Côte d'Ivoire,
65,Jake Doyle-Hayes,Republic of Ireland,
65,Stefan Drljača,Germany,
65,Lukáš Droppa,Czech Republic,
65,Lance Duijvestijn,Netherlands,
65,Harrison Dunk,England,
65,Jhon Durán,Colombia,
65,Jimmy Durmaz,Sweden,
65,Tom Eaves,England,
65,Michael Eberwein,Germany,
65,Samuel Edozie,England,
65,Ryan Edwards,Australia,
65,Mandela Egbo,England,
65,Lilian Egloff,Germany,
65,Kevin Ehlers,Germany,
65,Christoph Ehlich,Germany,
65,Daniel Eid,Norway,
65,Mo Eisa,Sudan,
65,Pierre Ekwah,France,
65,Oussama El Azzouzi,Netherlands,
65,Zakaria El Ouahdi,Morocco,
65,Mikael Egill Ellertsson,Iceland,
65,Xian Emmers,Belgium,
65,Keita Endo,Japan,
65,Mario Engels,Germany,
65,Lawrence Ennali,Germany,
65,Ziya Erdal,Turkey,
65,Sebastian Eriksson,Sweden,
65,Victor Eriksson,Sweden,
65,Ertuğrul Ersoy,Turkey,
65,Julius Ertlthaler,Austria,
65,Julian Eseiza,Argentina,
65,Samuel Essende,France,
65,Jean Lambert Evan's,France,
65,Saeid Ezatolahi,Iran,
65,Wahid Faghir,Denmark,
65,David Fällman,Sweden,
65,Akin Famewo,England,
65,Sultan Farhan,Saudi Arabia,
65,Priestley Farquharson,England,
65,Neil Farrugia,Republic of Ireland,
65,Betim Fazliji,Kosovo,
65,Gino Fechner,Germany,
65,Joel Felix,Denmark,
65,Volnei Feltes,Brazil,
65,Alexis Fernández,Paraguay,
65,Nicolás Fernández,Chile,
65,Matías Ferreira,Uruguay,
65,João Valido,Portugal,
65,Julián Figueroa,Colombia,
65,Alexandr Filin,Ukraine,
65,Ethan Finlay,United States,
65,Kolbeinn Birgir Finnsson,Iceland,
65,Lewis Fiorini,Scotland,
65,Tom Flanagan,Northern Ireland,
65,Leandro Fleitas,Argentina,
65,Marcin Flis,Poland,
65,Aldo Florenzi,Italy,
65,Eduard Florescu,Romania,
65,Malick Fofana,Belgium,
65,Théo Fonseca,Portugal,
65,Anthony Fontana,United States,
65,Tiago Morais,Portugal,
65,Marcus Fraser,Scotland,
65,Pierluigi Frattali,Italy,
65,Emil Frederiksen,Denmark,
65,Matt Freese,United States,
65,Lewis Freestone,England,
65,George Friend,England,
65,Kianz Froese,Canada,
65,Marius Funk,Germany,
65,Anton Gaaei,Denmark,
65,Joaquín García,Argentina,
65,John García,Bolivia,
65,Jon García,Spain,
65,Naranjo,Spain,
65,Aleix Garrido,Spain,
65,Ben Garrity,England,
65,Jules Gaudin,France,
65,Gianfranco Gazzaniga,Argentina,
65,Mathias Gehrt,Denmark,
65,Jader,Brazil,
65,Shamal George,England,
65,Willem Geubbels,France,
65,Liam Gibson,England,
65,Alex Gilbey,England,
65,Patrick Göbel,Germany,
65,Wouter Goes,Netherlands,
65,Robert Gojani,Sweden,
65,Guilherme Garutti,Brazil,
65,Darwin Gómez,Venezuela,
65,James Gomez,Gambia,
65,Richet Gómez,Bolivia,
65,Johan Arath Gómez,United States,
65,Maximiliano González,Argentina,
65,Jersson González,Colombia,
65,Tomás González,Argentina,
65,Alfon,Spain,
65,Nono,Spain,
65,Jacobo,Spain,
65,Zafer Görgen,Turkey,
65,Conor Grant,England,
65,Tayvon Gray,United States,
65,Pascal Gregor,Denmark,
65,Rostyn Griffiths,Australia,
65,Jack Grimmer,Scotland,
65,Thomas Grøgaard,Norway,
65,Tommy Grupe,Germany,
65,Jan Grzesik,Poland,
65,Mateusz Grzybek,Poland,
65,Sveinn Aron Guðjohnsen,Iceland,
65,Édgar Guerra,Colombia,
65,David Gugganig,Austria,
65,Tobias Gulliksen,Norway,
65,Niklas Gunnarsson,Norway,
65,Ionuț Gurău,Romania,
65,Julian Guttau,Germany,
65,Samuel Guzmán,Bolivia,
65,Joseph-Claude Gyau,United States,
65,Steffen Hagen,Norway,
65,Aapo Halme,Finland,
65,Ilyes Hamache,France,
65,Tom Hamer,England,
65,Ethan Hamilton,Scotland,
65,Marek Hanousek,Czech Republic,
65,Sontje Hansen,Netherlands,
65,Cameron Harper,United States,
65,Denis Haruț,Romania,
65,Stefan Haudum,Austria,
65,Fredrik Haugen,Norway,
65,Sebastian Hausner,Denmark,
65,Aaron Hayden,England,
65,Conor Hazard,Northern Ireland,
65,Ali Hazazi,Saudi Arabia,
65,Þórir Jóhann Helgason,Iceland,
65,Emanuel Hernández,Uruguay,
65,Manu Hernando,Spain,
65,Rodrigo Herrera,Argentina,
65,Santiago Herrera,Venezuela,
65,Borja Herrera,Spain,
65,Lucas Hey,Denmark,
65,Otto Hindrich,Romania,
65,Macario Hing-Glover,United States,
65,Koki Hinokio,Japan,
65,Patrick Hoban,Republic of Ireland,
65,Lukas Hornicek,Czech Republic,
65,Fraser Horsfall,England,
65,Ben House,Scotland,
65,Huang Zichang,China PR,
65,Dean Huiberts,Netherlands,
65,Marian Huja,Portugal,
65,Bashir Humphreys,England,
65,Paul Huntington,England,
65,Paolo Hurtado,Peru,
65,Hwang Mun Ki,Korea Republic,
65,Alex Iacovitti,Scotland,
65,Gabriel Iancu,Romania,
65,Joaquín Ibáñez,Argentina,
65,Sebastien Ibeagha,United States,
65,Dani Iglesias,Spain,
65,Luc Ihorst,Germany,
65,Alexandru Ișfan,Romania,
65,Masatoshi Ishida,Japan,
65,David Jablonský,Czech Republic,
65,Jarosław Jach,Poland,
65,Tomás Jacob,Argentina,
65,Bjarke Jacobsen,Denmark,
65,Lukas Jäger,Austria,
65,Kilian Jakob,Germany,
65,Caspar Jander,Germany,
65,Florian Jaritz,Austria,
65,Dennis Jastrzembski,Germany,
65,Carl Jenkinson,England,
65,Magnus R. Jensen,Denmark,
65,Richard Jensen,Finland,
65,Alexander Jensen,Denmark,
65,Jeong Dong Ho,Korea Republic,
65,Diego Johannesson,Iceland,
65,Sondre Solholm Johansen,Norway,
65,Andreas Johansson,Sweden,
65,Gethin Jones,Wales,
65,Antonio Jonjić,Germany,
65,Lenny Joseph,France,
65,Jung Ho Yeon,Korea Republic,
65,Jan Jurčec,Croatia,
65,Roko Jureškin,Croatia,
65,Guimer Justiniano,Bolivia,
65,Musa Juwara,Gambia,
65,Julius Kade,Germany,
65,Kristijan Kahlina,Croatia,
65,Rami Kaib,Tunisia,
65,Alec Kann,United States,
65,Burak Kapacak,Turkey,
65,Juan Cruz Kaprof,Argentina,
65,Aytaç Kara,Turkey,
65,Lars Kehl,Germany,
65,Aboubakar Keita,Côte d'Ivoire,
65,Sean Kelly,Scotland,
65,Kevin Kelsy,Venezuela,
65,William Kenndal,Sweden,
65,Richard Keogh,Republic of Ireland,
65,Sam Kersten,Netherlands,
65,Kaine Kesler-Hayden,England,
65,Igor Kharatin,Ukraine,
65,Jakub Kiełb,Poland,
65,Niko Kijewski,Germany,
65,Mads Kikkenborg,Denmark,
65,Gavin Kilkenny,Republic of Ireland,
65,Kim Jong Woo,Korea Republic,
65,Kim Min Duk,Korea Republic,
65,Kim Jeong hoon,Korea Republic,
65,Kim Hyun,Korea Republic,
65,Kim Jin Ho,Korea Republic,
65,Étienne Kinkoué,France,
65,Kristian Kirkegaard,Denmark,
65,Pål Alexander Kirkevold,Norway,
65,Ryan Kitto,Australia,
65,Arda Kızıldağ,Turkey,
65,Carl Klaus,Germany,
65,Florian Kleinhansl,Germany,
65,Thibault Klidje,Togo,
65,Tobias Klysner,Denmark,
65,Josh Knight,England,
65,Jonas Knudsen,Denmark,
65,Magnus Knudsen,Norway,
65,Erling Knudtzon,Norway,
65,Koffi,Côte d'Ivoire,
65,Martin Konczkowski,Poland,
65,Morten Ågnes Konradsen,Norway,
65,Luuk Koopmans,Netherlands,
65,David Kopacz,Poland,
65,Michał Kopczyński,Poland,
65,Pascal Köpke,Germany,
65,Mirko Kos,Austria,
65,Nebojša Kosović,Montenegro,
65,Soichiro Kozuki,Japan,
65,Connor Krempicki,Germany,
65,Martin Kreuzriegler,Austria,
65,Kamil Kruk,Poland,
65,Kevin Martin Krygård,Norway,
65,Dawid Kurminowski,Poland,
65,Markus Kuster,Austria,
65,Owusu Kwabena,Ghana,
65,Brighton Labeau,France,
65,Carlos Labrín,Chile,
65,Patrik Karlsson Lagemyr,Sweden,
65,Sami Lahssaini,Belgium,
65,Senne Lammens,Belgium,
65,Niklas Lang,Germany,
65,Michael Langer,Austria,
65,Javi Lara,Spain,
65,Gorka Larrucea,Spain,
65,Ariel Lassiter,Costa Rica,
65,Tobias Lawal,Austria,
65,Aleks Ławniczak,Poland,
65,Marko Lazetić,Serbia,
65,Miles Leaburn,England,
65,Migue Leal,Spain,
65,Adrien Lebeau,France,
65,Lee Min Gi,Korea Republic,
65,Lee Yong,Korea Republic,
65,Elliot Lee,England,
65,Lee Jin Yong,Korea Republic,
65,Lee Gwang Yeon,Korea Republic,
65,Nahuel Leiva,Spain,
65,Félix Lemaréchal,France,
65,Geoffrey Lembet,Central African Republic,
65,Pierre Lemonnier,France,
65,Maicol León,Chile,
65,Marc Leonard,Scotland,
65,Jakob Lewald,Germany,
65,Dean Lewington,England,
65,Harry Lewis,England,
65,Clayton Lewis,New Zealand,
65,Tobe Leysen,Belgium,
65,Li Ke,China PR,
65,Isac Lidberg,Sweden,
65,Victor Lind,Denmark,
65,Jamie Lindsay,Scotland,
65,Lucas Lingman,Finland,
65,Allan Linguet,France,
65,Adrian Lis,Poland,
65,Liu Yiming,China PR,
65,Javi Llabrés,Spain,
65,Enric Llansana,Netherlands,
65,Francesco Lo Celso,Argentina,
65,Kristoffer Løkberg,Norway,
65,Lars Lokotsch,Germany,
65,Flabián Londoño,Colombia,
65,Santiago Londoño,Colombia,
65,Sam Long,England,
65,Emmanuel Longelo,England,
65,Sergio López,Argentina,
65,López-Pinto,Spain,
65,Jeremias Lorch,Germany,
65,Marvin Loría,Costa Rica,
65,Samuel Loric,France,
65,Tom Lowery,England,
65,Lü Wenjun,China PR,
65,Martin Luciano,Argentina,
65,Oier Luengo,Spain,
65,Marco Lund,Denmark,
65,Marius Lundemo,Norway,
65,Andy Lyons,Republic of Ireland,
65,Craig MacGillivray,Scotland,
65,Soungoutou Magassa,France,
65,Josh Magennis,Northern Ireland,
65,Kyle Magennis,Scotland,
65,Paris Maghoma,England,
65,Gary Magnée,Belgium,
65,Luca Magnino,Italy,
65,Magunagoitia,Spain,
65,Hicham Mahou,France,
65,Mikkel Maigaard,Denmark,
65,Curtis Main,England,
65,Tomasz Makowski,Poland,
65,Adilson Malanda,France,
65,Mariusz Malec,Poland,
65,Yonas Malede,Israel,
65,Eros Mancuso,Argentina,
65,Danny Mândroiu,Republic of Ireland,
65,Luca Maniero,Italy,
65,Mantilla,Spain,
65,Jhon Marchán,Venezuela,
65,Paul Marie,France,
65,Miguel Luís,Portugal,
65,Luis Miguel Marquines,Colombia,
65,Manuel Marras,Italy,
65,Unai Marrero,Spain,
65,Ander Martín,Spain,
65,David Martínez,Venezuela,
65,Gabri Martínez,Spain,
65,Luca Martínez Dupuy,Mexico,
65,Carlos Martínez,Spain,
65,Pietro Martino,Italy,
65,John Mary,Cameroon,
65,Mascarenhas,Brazil,
65,Igor Matanović,Germany,
65,Jay Matete,England,
65,Patricio Matricardi,Argentina,
65,Tashreeq Matthews,South Africa,
65,Alan Matturro,Uruguay,
65,Jimmy Maurer,United States,
65,Chris Mavinga,Congo DR,
65,Adam May,England,
65,Dylan Mbayo,Belgium,
65,Conor McCarthy,Republic of Ireland,
65,Robby McCrorie,Scotland,
65,Aaron McEneff,Republic of Ireland,
65,Michael McGovern,Northern Ireland,
65,Jamie McGrath,Republic of Ireland,
65,Marcus McGuane,England,
65,Tommy McNamara,United States,
65,Shaun McWilliams,England,
65,Mexx Meerdink,Netherlands,
65,Nayel Mehssatou,Chile,
65,Aaron Meijers,Netherlands,
65,Álvaro Meléndez,Colombia,
65,Aleksander Melgalvis,Norway,
65,Kyrylo Melichenko,Ukraine,
65,Nacho Méndez,Spain,
65,Kevin Mensah,Denmark,
65,Juan Mercado,Bolivia,
65,Patrik Mercado,Ecuador,
65,George Merloi,Romania,
65,Andrea Meroni,Italy,
65,Tayeb Meziani,Algeria,
65,Benji Michel,United States,
65,Thomas Mikkelsen,Denmark,
65,Tommaso Milanese,Italy,
65,Matt Millar,Australia,
65,Mato Miloš,Croatia,
65,Deni Milošević,Bosnia and Herzegovina,
65,Alan Minda,Ecuador,
65,Pablo Minissale,Argentina,
65,Yankuba Minteh,Gambia,
65,Andrei Miron,Romania,
65,Alex Mitchell,England,
65,Manny Monthé,Cameroon,
65,Lautaro Montoya,Argentina,
65,Lewis Montsma,Netherlands,
65,Taylor Moore,England,
65,Morelatto,Brazil,
65,Juan Moreno,Colombia,
65,Alex Moreno Paz,Colombia,
65,Ziv Morgan,Israel,
65,Miguel Morro,Spain,
65,Mortimer,Spain,
65,Vitinho,Brazil,
65,Chuca,Spain,
65,Sebastian Mrowca,Poland,
65,François Mughe,Cameroon,
65,Paul Omo Mukairu,Nigeria,
65,Romaine Mundle,England,
65,Andrés Murillo,Colombia,
65,Gonzalo Muscia,Argentina,
65,Alen Mustafić,Bosnia and Herzegovina,
65,Marlon Suliman Mustapha,Austria,
65,Gabriel Mutombo,France,
65,Felix Horn Myhre,Norway,
65,Jean N'Guessan,Côte d'Ivoire,
65,Nicolai Næss,Norway,
65,Yehor Nazaryna,Ukraine,
65,Logan Ndenbe,Belgium,
65,Radu Negru,Romania,
65,Adam Nemec,Slovakia,
65,András Németh,Hungary,
65,Nahom Girmai Netabay,Sweden,
65,Sam Nicholson,Scotland,
65,Moritz Nicolas,Germany,
65,Hans Nicolussi Caviglia,Italy,
